Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m),,Potash,ph,Crop
Rajeshwar,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.05,17.80833333,0,39.05,36,80,13.31,0.69,8.56,NaN,,55,6.281069505,banana
Rameshwaranagar,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.16666667,13.03333333,16,85,84,427,49,1.48,8.15,NaN,,53,5.507641778,banana
Ranibennur A,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.56666667,14.56666667,1,166.85,46,176.9,64.448,1.38,8.24,NaN,,27,5.954626604,mango
Ravur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.00833333,17.075,55.7,78.1,24,207.4,26.752,1.25,8.415,NaN,,31,4.757114897,mango
Revannur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.725,16.99166667,1.4,142,52,378.2,63.232,1.69,8.194,NaN,,27,5.699586972,mango
Sabrikatta,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.77555556,13.51222222,3.6,42.6,6,30.5,0,0.293578,7.128,NaN,,25,5.977413803,mango
Sadashivgad,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.12972222,14.85416667,11,49.7,24,147,17,0.73,7.89,NaN,,32,6.430139436,mango
Saigaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2020,77.09333333,18.08527778,6,64,32,134,22.99,0.86,8.48,NaN,,35,6.113935087,mango
Sakaleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.78333333,12.95,20,75,116,415,27,1.41,7.48,NaN,,34,5.074272692,mango
Salgar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.78333333,17.63333333,162.9,227.2,40,475.8,80.256,0.97,7.828,NaN,,31,5.667507706,mango
Sanganhal Dw,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2020,75.98777778,15.57083333,3.8,1354,278,110,290.624,1.59,7.65,NaN,,33,5.978634285,mango
Sangasandra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.41111111,13.22361111,10,269.8,60,244,50.82,1.34,8.57,NaN,,30,5.064613314,mango
Santhekatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.73472222,13.38527778,12.2,56.8,14,73.2,2.42,0.550459,7.663,NaN,,27,4.772385986,mango
Sasargaon,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.21666667,17.49583333,89.9,117.15,24,85.4,46.208,0.88,8.53,NaN,,27,5.161148592,mango
Sasthana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.74444444,13.47722222,1,28.4,4,24.4,3.63,0.568807,6.774,NaN,,34,6.797779227,mango
Satenahalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.31416667,14.57305556,0.9,291.1,84,286.7,93.632,0.73,7.98,NaN,,30,6.39474303,mango
Savalgi2,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.33333333,16.69166667,12.8,624.8,52,207.4,167.532,1.16,8.343,NaN,,31,5.566704378,mango
Settihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.03333333,12.86666667,88,121,28,85,39,1.27,9.16,NaN,,33,5.755049971,mango
Shaktinagar,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2020,77.27083333,16.27083333,6.3,255.6,60,152.5,114.116,1.1,8.114,NaN,,32,5.417340525,mango
Shanivarasante,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.89583333,12.725,1.48,63.9,54,140.3,35.264,0.07,8.1,NaN,,30,6.166173834,mango
Shankarnarayana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.8625,13.60416667,2.3,21.3,8,48.8,1.21,0.0733945,7.04,NaN,,30,5.191265116,mango
Sheradanahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.10055556,12.60944444,6,53,112,647,68,1.32,8.21,NaN,,35,4.954739564,mango
Shirhatti1,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2020,75.575,15.22916667,8,120,38,178,27.968,1.24242,8.23,NaN,,25,5.664587011,mango
Shiroor,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.84,13.5125,3.8,21.3,4,61,1.21,0.422018,7.42,NaN,,33,5.548584852,mango
Shivanasamudra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.09972222,12.25,12.9,78.1,60,194,4.864,0.48,8.249,NaN,,31,6.804437106,mango
Shivapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.05305556,12.53138889,10.58,122,42,262.766,29.184,0.98,8.15,NaN,,28,6.097869767,mango
Shivpur Tanda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.63027778,16.80222222,0.7,63.9,36,225.7,59.584,1.31,7.994,NaN,,30,5.075504537,mango
Shravan Belgola,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.4875,12.85555556,126,85,16,195,49,1.33,9.12,NaN,,30,4.546466109,mango
Siddapur1,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.63333333,15.52916667,9,135,64,243,25.536,1.37,7.19,NaN,,31,5.855119268,mango
Siddapura1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.9125,13.66666667,8.9,49.7,8,42.7,3.63,0,7.262,NaN,,29,6.442393461,mango
Siddavvanadurga,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2020,76.31666667,14.35833333,74.5,468.6,16,427,41.276,1.85,8.422,NaN,,28,4.507523551,mango
Sirsi1,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.87361111,14.625,0,31.95,12,82,9.68,0.38,7.75,NaN,,25,6.10729559,mango
Somvarpet1,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.83333333,12.6,3.67,46.15,34,55,18.24,0.08,7.8,NaN,,31,6.47544932,mango
Sona,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.63333333,16.99166667,4.7,276.9,116,170.8,72.96,1.17,7.91,NaN,,34,6.832979509,mango
Sreenivasa Agrahara,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.71083333,12.42861111,36.62,145,14,254,25.536,0.86,9.51,NaN,,26,5.395275719,mango
Srinivasapura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.35416667,12.84722222,4,89,8,366,158,1.34,9.2,NaN,,28,6.13526938,mango
Srirangapatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.68472222,12.42083333,25.29,39.05,14,96,2.432,0.32,8.83,NaN,,31,4.555688532,mango
Sukvarsanthe,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.80555556,12.8625,12,36,32,73,24,1.38,8.37,NaN,,29,6.434197756,mango
Sulla,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2020,75.17722222,15.45138889,12,280,156,248,46.208,0.89,7.98,NaN,,31,5.316875978,mango
Sunkatti,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.84638889,14.30333333,2.6,14.2,30,86,2.42,0.9,7.54,NaN,,26,5.279388967,mango
Suntikoppa,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.82361111,12.44861111,1.34,85.2,50,122,21.888,0.12,8.2,NaN,,26,6.720041791,mango
Tadagavadi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.83,12.44111111,38.8,195,26,224.412,38.912,0.77,8.23,NaN,,34,5.72742254,mango
Talakal,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2020,76.01861111,15.3775,4.3,890,136,150,141.056,0.8,7.46,NaN,,33,4.691396195,mango
Thekkatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.70194444,13.55333333,2.3,35.5,6,36.6,1.21,0.40367,9.622,NaN,,32,6.810186079,mango
Tirumala Sagara Chatra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.67138889,12.54861111,3.04,95.85,52,126,24.32,0.98,8.15,NaN,,31,6.454045329,mango
Titimathi,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.92916667,12.25833333,0.29,63,74,178,32.832,0.0883655,8.13,NaN,,33,5.842763773,mango
Trasi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.65277778,13.68916667,3.8,28.4,6,36.6,1.21,0.155963,7.356,NaN,,26,5.024124684,mango
T.Settigere,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.97222222,12.03416667,1.28,28.4,78,161,10.944,0.254701,8.5,NaN,,35,6.422710539,mango
Tumminkatti,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2020,75.23333333,15.01666667,0.7,145.55,36,164.7,64.448,1.58,7.76,NaN,,32,4.94295037,mango
Tyagli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.87444444,14.48277778,6.4,14.2,12,79.3,2.42,0.39,9.2,NaN,,26,6.414526606,mango
Uchila,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.75277778,13.19222222,9.3,63.9,12,18.3,3.63,0.53211,5.934,NaN,,27,6.777788126,mango
Udupi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.75,13.33333333,16.8,35.5,8,30.5,2.42,0.293578,7.109,NaN,,25,6.441328044,mango
Ukinal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.63333333,16.75833333,201.8,255.6,20,298.9,57.152,1.62,8.431,NaN,,26,4.650536197,mango
Unchalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.90611111,14.57805556,2.2,28.4,16,61,2.42,0.31,9.52,NaN,,32,5.254532213,mango
Uplai,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.85,17.425,2.5,276.9,64,146.4,89.984,0.49,8.07,NaN,,27,5.910634533,mango
Upparpet,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,77.99166667,13.4,2.6,38,30,91.5,21.78,0.58,8.46,NaN,,30,4.755273631,mango
Uttaballi,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2020,77.075,12.14722222,11.3,146,54,273,22.99,0.19,9.72,NaN,,26,6.814630246,mango
Vadagere,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2020,78.09638889,13.0475,11.6,355,52,283,59.29,1.3,9.27,NaN,,35,5.342866119,mango
Vadageri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,75.04861111,14.875,8,46.15,18,77,3.63,0.35,8.59,NaN,,30,6.336234624,mango
Vaddarahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.06111111,12.80555556,38,78,36,24,29,1.35,9.57,NaN,,26,4.754435025,mango
Vajjal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2020,76.54722222,16.47666667,5.3,227.2,90,183,34.048,1.65,7.582,NaN,,32,6.831706773,mango
Vandatte,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.725,14.36666667,2.4,32,18,123,2.42,0.35,9.15,NaN,,28,6.967417766,mango
Vandse,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.7625,13.70833333,5.6,28.4,8,63,1.21,1.14679,7.918,NaN,,26,4.947683034,mango
Vastre,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.67333333,13.84833333,3.6,28.4,10,54.9,2.42,0.119266,7.308,NaN,,32,5.630619901,mango
Viruppapur,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2020,75.83,15.14333333,12,132,64,310,14.592,2.53333,8.17,NaN,,34,6.27339822,mango
Watgal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,76.75666667,16.10472222,30.9,781,60,213.5,167.532,0.57,8.22,NaN,,34,6.472774648,mango
Yaliyur,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.83055556,12.50833333,1.42,104,24,230,9.728,1.76,8.11,NaN,,25,6.953246506,mango
Yarandagi,CGWB,Karnataka,Bidar,Krishna Basin,Bhima Lower,2020,76.93305556,17.78722222,4.3,91,30,152,22.99,1,8.25,NaN,,27,5.643710216,mango
Yekkambi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,74.93333333,14.68333333,0,28.4,30,67.1,6.05,0.44,7.88,NaN,,31,6.392313973,mango
Yellapur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.73333333,14.96666667,0,74,34,140,22,0.37,8.98,NaN,,32,4.981816523,mango
,,,,,,,,,,,,,,,,,,34,5.421265283,mango
,,,,,,,,,,,,,,,,,,32,6.942520105,mango
,,,,,,,,,,,,,,,,,,26,5.435840509,mango
,,,,,,,,,,,,,,,,,,32,5.870116071,mango
,,,,,,,,,,,,,,,,,,27,4.74910393,mango
,,,,,,,,,,,,,,,,,,25,5.497946899,mango
,,,,,,,,,,,,,,,,,,34,6.811291098,mango
,,,,,,,,,,,,,,,,,,29,6.460542749,mango
,,,,,,,,,,,,,,,,,,35,4.791146778,mango
,,,,,,,,,,,,,,,,,,35,6.4841522,mango
,,,,,,,,,,,,,,,,,,34,6.526654345,mango
,,,,,,,,,,,,,,,,,,30,6.279133738,mango
,,,,,,,,,,,,,,,,,,29,6.052026047,mango
,,,,,,,,,,,,,,,,,,31,5.73171945,mango
,,,,,,,,,,,,,,,,,,26,5.32307197,mango
,,,,,,,,,,,,,,,,,,35,4.66910839,mango
,,,,,,,,,,,,,,,,,,26,5.101206389,mango
,,,,,,,,,,,,,,,,,,31,5.339556562,mango
,,,,,,,,,,,,,,,,,,30,5.061081874,mango
,,,,,,,,,,,,,,,,,,31,5.821106036,mango
,,,,,,,,,,,,,,,,,,31,5.956027059,mango
,,,,,,,,,,,,,,,,,,28,5.676032581,mango
,,,,,,,,,,,,,,,,,,27,6.524114355,mango
,,,,,,,,,,,,,,,,,,26,6.273953676,mango
,,,,,,,,,,,,,,,,,,33,6.128167757,mango
,,,,,,,,,,,,,,,,,,27,4.934964765,mango
,,,,,,,,,,,,,,,,,,25,5.445008416,mango
,,,,,,,,,,,,,,,,,,26,4.525722333,mango
,,,,,,,,,,,,,,,,,,30,5.403908328,mango
,,,,,,,,,,,,,,,,,,33,6.621623545,mango
,,,,,,,,,,,,,,,,,,30,6.207495815,mango
,,,,,,,,,,,,,,,,,,31,5.418475257,mango
,,,,,,,,,,,,,,,,,,195,6.112305667,grapes
,,,,,,,,,,,,,,,,,,204,6.092241627,grapes
,,,,,,,,,,,,,,,,,,205,5.896343436,grapes
,,,,,,,,,,,,,,,,,,196,6.15526103,grapes
,,,,,,,,,,,,,,,,,,196,5.732453638,grapes
,,,,,,,,,,,,,,,,,,198,6.253034534,grapes
,,,,,,,,,,,,,,,,,,197,6.106190557,grapes
,,,,,,,,,,,,,,,,,,195,5.647202395,grapes
,,,,,,,,,,,,,,,,,,203,6.130310493,grapes
,,,,,,,,,,,,,,,,,,204,6.499604931,grapes
,,,,,,,,,,,,,,,,,,197,5.554831977,grapes
,,,,,,,,,,,,,,,,,,205,5.800242694,grapes
,,,,,,,,,,,,,,,,,,201,5.570290539,grapes
,,,,,,,,,,,,,,,,,,203,6.27564088,grapes
,,,,,,,,,,,,,,,,,,204,5.536645599,grapes
,,,,,,,,,,,,,,,,,,195,6.208196881,grapes
,,,,,,,,,,,,,,,,,,202,5.870600622,grapes
,,,,,,,,,,,,,,,,,,205,6.334771461,grapes
,,,,,,,,,,,,,,,,,,197,5.856575335,grapes
,,,,,,,,,,,,,,,,,,204,5.898944282,grapes
,,,,,,,,,,,,,,,,,,201,5.775600435,grapes
,,,,,,,,,,,,,,,,,,197,5.931101816,grapes
,,,,,,,,,,,,,,,,,,198,6.2286454,grapes
,,,,,,,,,,,,,,,,,,201,5.594240603,grapes
,,,,,,,,,,,,,,,,,,199,5.569230319,grapes
,,,,,,,,,,,,,,,,,,205,5.93202852,grapes
,,,,,,,,,,,,,,,,,,203,6.423216506,grapes
,,,,,,,,,,,,,,,,,,197,6.417500829,grapes
,,,,,,,,,,,,,,,,,,200,6.234904253,grapes
,,,,,,,,,,,,,,,,,,197,6.000573725,grapes
,,,,,,,,,,,,,,,,,,203,5.685102769,grapes
,,,,,,,,,,,,,,,,,,203,5.662140095,grapes
,,,,,,,,,,,,,,,,,,198,6.358186848,grapes
,,,,,,,,,,,,,,,,,,202,6.119495295,grapes
,,,,,,,,,,,,,,,,,,196,6.207600783,grapes
,,,,,,,,,,,,,,,,,,201,6.48754639,grapes
,,,,,,,,,,,,,,,,,,199,5.81717753,grapes
,,,,,,,,,,,,,,,,,,204,6.325480034,grapes
,,,,,,,,,,,,,,,,,,198,5.562790949,grapes
,,,,,,,,,,,,,,,,,,204,6.487369687,grapes
,,,,,,,,,,,,,,,,,,201,6.116982944,grapes
,,,,,,,,,,,,,,,,,,204,5.695792761,grapes
,,,,,,,,,,,,,,,,,,197,5.734317007,grapes
,,,,,,,,,,,,,,,,,,195,6.329499832,grapes
,,,,,,,,,,,,,,,,,,200,6.167013532,grapes
,,,,,,,,,,,,,,,,,,197,5.653776058,grapes
,,,,,,,,,,,,,,,,,,200,5.840256272,grapes
,,,,,,,,,,,,,,,,,,201,5.539980812,grapes
,,,,,,,,,,,,,,,,,,196,5.833302165,grapes
,,,,,,,,,,,,,,,,,,203,6.399433771,grapes
,,,,,,,,,,,,,,,,,,204,6.138958698,grapes
,,,,,,,,,,,,,,,,,,203,5.972850838,grapes
,,,,,,,,,,,,,,,,,,195,6.456079585,grapes
,,,,,,,,,,,,,,,,,,199,6.336426667,grapes
,,,,,,,,,,,,,,,,,,202,6.425419926,grapes
,,,,,,,,,,,,,,,,,,195,6.294395676,grapes
,,,,,,,,,,,,,,,,,,202,6.477768039,grapes
,,,,,,,,,,,,,,,,,,195,5.931538447,grapes
,,,,,,,,,,,,,,,,,,201,5.980598579,grapes
,,,,,,,,,,,,,,,,,,195,6.389783283,grapes
,,,,,,,,,,,,,,,,,,203,5.693287415,grapes
,,,,,,,,,,,,,,,,,,201,6.00299607,grapes
,,,,,,,,,,,,,,,,,,196,6.372959542,grapes
,,,,,,,,,,,,,,,,,,205,5.510924849,grapes
,,,,,,,,,,,,,,,,,,195,5.69945282,grapes
,,,,,,,,,,,,,,,,,,196,5.778594403,grapes
,,,,,,,,,,,,,,,,,,199,6.315586313,grapes
,,,,,,,,,,,,,,,,,,202,5.971813006,grapes
,,,,,,,,,,,,,,,,,,203,5.891195653,grapes
,,,,,,,,,,,,,,,,,,199,6.129812716,grapes
,,,,,,,,,,,,,,,,,,205,6.313085601,grapes
,,,,,,,,,,,,,,,,,,196,6.053662544,grapes
,,,,,,,,,,,,,,,,,,202,5.804799142,grapes
,,,,,,,,,,,,,,,,,,199,6.400719746,grapes
,,,,,,,,,,,,,,,,,,199,5.953966361,grapes
,,,,,,,,,,,,,,,,,,201,5.609255992,grapes
,,,,,,,,,,,,,,,,,,195,5.777271492,grapes
,,,,,,,,,,,,,,,,,,201,5.682395429,grapes
,,,,,,,,,,,,,,,,,,203,5.863996687,grapes
,,,,,,,,,,,,,,,,,,203,6.444373116,grapes
,,,,,,,,,,,,,,,,,,205,5.550832178,grapes
,,,,,,,,,,,,,,,,,,204,6.107741788,grapes
,,,,,,,,,,,,,,,,,,200,5.620745638,grapes
,,,,,,,,,,,,,,,,,,203,6.349875906,grapes
,,,,,,,,,,,,,,,,,,202,6.484323189,grapes
,,,,,,,,,,,,,,,,,,200,5.838748311,grapes
,,,,,,,,,,,,,,,,,,199,6.29099842,grapes
,,,,,,,,,,,,,,,,,,196,5.638328481,grapes
,,,,,,,,,,,,,,,,,,197,6.415555956,grapes
,,,,,,,,,,,,,,,,,,197,6.323722572,grapes
,,,,,,,,,,,,,,,,,,198,5.757009965,grapes
,,,,,,,,,,,,,,,,,,203,6.158689406,grapes
,,,,,,,,,,,,,,,,,,204,5.733539807,grapes
,,,,,,,,,,,,,,,,,,197,5.908724337,grapes
,,,,,,,,,,,,,,,,,,204,6.361141107,grapes
,,,,,,,,,,,,,,,,,,200,5.96537863,grapes
,,,,,,,,,,,,,,,,,,201,6.476757723,grapes
,,,,,,,,,,,,,,,,,,202,6.224542938,grapes
,,,,,,,,,,,,,,,,,,195,6.209928251,grapes
,,,,,,,,,,,,,,,,,,204,5.841138354,grapes
,,,,,,,,,,,,,,,,,,51,6.283818329,watermelon
,,,,,,,,,,,,,,,,,,55,6.818261383,watermelon
,,,,,,,,,,,,,,,,,,50,6.37620108,watermelon
,,,,,,,,,,,,,,,,,,50,6.581587932,watermelon
,,,,,,,,,,,,,,,,,,52,6.932739726,watermelon
,,,,,,,,,,,,,,,,,,55,6.140099215,watermelon
,,,,,,,,,,,,,,,,,,45,6.467095849,watermelon
,,,,,,,,,,,,,,,,,,53,6.849471704,watermelon
,,,,,,,,,,,,,,,,,,45,6.512196212,watermelon
,,,,,,,,,,,,,,,,,,54,6.039584629,watermelon
,,,,,,,,,,,,,,,,,,53,6.057697106,watermelon
,,,,,,,,,,,,,,,,,,47,6.423898762,watermelon
,,,,,,,,,,,,,,,,,,47,6.936997681,watermelon
,,,,,,,,,,,,,,,,,,50,6.251286661,watermelon
,,,,,,,,,,,,,,,,,,46,6.190015912,watermelon
,,,,,,,,,,,,,,,,,,51,6.681606702,watermelon
,,,,,,,,,,,,,,,,,,52,6.51075991,watermelon
,,,,,,,,,,,,,,,,,,55,6.770278088,watermelon
,,,,,,,,,,,,,,,,,,50,6.429788073,watermelon
,,,,,,,,,,,,,,,,,,51,6.209888345,watermelon
,,,,,,,,,,,,,,,,,,50,6.419052193,watermelon
,,,,,,,,,,,,,,,,,,52,6.237861736,watermelon
,,,,,,,,,,,,,,,,,,49,6.762471629,watermelon
,,,,,,,,,,,,,,,,,,55,6.612847999,watermelon
,,,,,,,,,,,,,,,,,,52,6.704688865,watermelon
,,,,,,,,,,,,,,,,,,45,6.049609892,watermelon
,,,,,,,,,,,,,,,,,,50,6.762030215,watermelon
,,,,,,,,,,,,,,,,,,54,6.65398725,watermelon
,,,,,,,,,,,,,,,,,,54,6.738030547,watermelon
,,,,,,,,,,,,,,,,,,51,6.095689937,watermelon
,,,,,,,,,,,,,,,,,,45,6.538006356,watermelon
,,,,,,,,,,,,,,,,,,48,6.377427122,watermelon
,,,,,,,,,,,,,,,,,,45,6.417011754,watermelon
,,,,,,,,,,,,,,,,,,47,6.649086972,watermelon
,,,,,,,,,,,,,,,,,,51,6.25933595,watermelon
,,,,,,,,,,,,,,,,,,46,6.121168559,watermelon
,,,,,,,,,,,,,,,,,,55,6.031424482,watermelon
,,,,,,,,,,,,,,,,,,48,6.835268184,watermelon
,,,,,,,,,,,,,,,,,,53,6.551750306,watermelon
,,,,,,,,,,,,,,,,,,46,6.940236218,watermelon
,,,,,,,,,,,,,,,,,,52,6.87606733,watermelon
,,,,,,,,,,,,,,,,,,53,6.457216535,watermelon
,,,,,,,,,,,,,,,,,,53,6.921847888,watermelon
,,,,,,,,,,,,,,,,,,52,6.881425746,watermelon
,,,,,,,,,,,,,,,,,,49,6.915717008,watermelon
,,,,,,,,,,,,,,,,,,48,6.206247494,watermelon
,,,,,,,,,,,,,,,,,,47,6.29542477,watermelon
,,,,,,,,,,,,,,,,,,51,6.399669044,watermelon
,,,,,,,,,,,,,,,,,,54,6.862157042,watermelon
,,,,,,,,,,,,,,,,,,52,6.224066378,watermelon
,,,,,,,,,,,,,,,,,,50,6.093814669,watermelon
,,,,,,,,,,,,,,,,,,45,6.291540278,watermelon
,,,,,,,,,,,,,,,,,,46,6.32281728,watermelon
,,,,,,,,,,,,,,,,,,49,6.873283991,watermelon
,,,,,,,,,,,,,,,,,,51,6.074209622,watermelon
,,,,,,,,,,,,,,,,,,46,6.49889585,watermelon
,,,,,,,,,,,,,,,,,,51,6.678805092,watermelon
,,,,,,,,,,,,,,,,,,45,6.114128685,watermelon
,,,,,,,,,,,,,,,,,,52,6.405054243,watermelon
,,,,,,,,,,,,,,,,,,55,6.110142735,watermelon
,,,,,,,,,,,,,,,,,,54,6.828982708,watermelon
,,,,,,,,,,,,,,,,,,55,6.451499764,watermelon
,,,,,,,,,,,,,,,,,,53,6.313512999,watermelon
,,,,,,,,,,,,,,,,,,49,6.755192025,watermelon
,,,,,,,,,,,,,,,,,,46,6.623167177,watermelon
,,,,,,,,,,,,,,,,,,52,6.12532356,watermelon
,,,,,,,,,,,,,,,,,,47,6.653867608,watermelon
,,,,,,,,,,,,,,,,,,46,6.343942518,watermelon
,,,,,,,,,,,,,,,,,,52,6.217300786,watermelon
,,,,,,,,,,,,,,,,,,46,6.286387658,watermelon
,,,,,,,,,,,,,,,,,,50,6.7698938,watermelon
,,,,,,,,,,,,,,,,,,50,6.744966312,watermelon
,,,,,,,,,,,,,,,,,,52,6.391858432,watermelon
,,,,,,,,,,,,,,,,,,47,6.770434148,watermelon
,,,,,,,,,,,,,,,,,,45,6.727468157,watermelon
,,,,,,,,,,,,,,,,,,47,6.662244646,watermelon
,,,,,,,,,,,,,,,,,,45,6.944640222,watermelon
,,,,,,,,,,,,,,,,,,50,6.507110986,watermelon
,,,,,,,,,,,,,,,,,,55,6.520663422,watermelon
,,,,,,,,,,,,,,,,,,51,6.106500787,watermelon
,,,,,,,,,,,,,,,,,,50,6.277484043,watermelon
,,,,,,,,,,,,,,,,,,53,6.195142279,watermelon
,,,,,,,,,,,,,,,,,,51,6.792035575,watermelon
,,,,,,,,,,,,,,,,,,55,6.472756256,watermelon
,,,,,,,,,,,,,,,,,,45,6.000975617,watermelon
,,,,,,,,,,,,,,,,,,55,6.587791262,watermelon
,,,,,,,,,,,,,,,,,,48,6.956508826,watermelon
,,,,,,,,,,,,,,,,,,55,6.259086583,watermelon
,,,,,,,,,,,,,,,,,,54,6.747537642,watermelon
,,,,,,,,,,,,,,,,,,51,6.932537231,watermelon
,,,,,,,,,,,,,,,,,,54,6.353107393,watermelon
,,,,,,,,,,,,,,,,,,53,6.211748957,watermelon
,,,,,,,,,,,,,,,,,,54,6.277245254,watermelon
,,,,,,,,,,,,,,,,,,50,6.560443519,watermelon
,,,,,,,,,,,,,,,,,,49,6.903020221,watermelon
,,,,,,,,,,,,,,,,,,47,6.765094964,watermelon
,,,,,,,,,,,,,,,,,,45,6.189213927,watermelon
,,,,,,,,,,,,,,,,,,50,6.904241707,watermelon
